Instrument,ITEM,Metric,Human,Encoder,un1,un2,un3,gte,e5,GPT,N,NR,ND
MQI,MGEN,QWK,0.1995381831041618,0.2598444570793952,0.32563695907396584,0.5341922695738356,0.3023830611109923,0.22231642053153547,0.22231642053153547,NA,NA,NA,NA
MQI,MGEN,ACC,0.9493995859213242,0.9430953621677958,0.9619131975199291,0.966903073286052,0.9601417183348095,0.9406554472984944,0.9406554472984944,NA,NA,NA,NA
MQI,MGEN,ACC2,0.9904761904761905,0.994788952579468,0.995571302037201,0.9952718676122931,0.995571302037201,0.9929140832595216,0.9929140832595216,NA,NA,NA,NA
MQI,MGEN,CORR,0.1995392755531395,0.26048282617977553,0.36201954673898595,0.5394857558688997,0.33616755001107257,0.22259756970942376,0.22259756970942376,NA,NA,NA,NA
MQI,MGEN,CORp,0.19283513596863178,0.23381776631045936,0.35087259912128377,0.4715462711801942,0.31688978080445235,0.21890261477068607,0.21890261477068607,NA,NA,NA,NA
MQI,MGEN,CORt,0.19184114098046445,0.23284411903937885,0.34982859533844346,0.4698164164368366,0.31594689118944164,0.2178218031814236,0.2178218031814236,NA,NA,NA,NA
MQI,MGEN,ICC,0.03614881751233683,0.03499892422485663,0.010201736903336986,0.02143434984382096,0.011480632942084635,0.019721323453739857,0.019721323453739857,NA,NA,NA,NA
MQI,MGEN,AdjICC,0.18369171385979108,0.178718729068061,0.05823969137626112,0.11615731629138158,0.06514430819901329,0.10770728927213286,0.10770728927213286,NA,NA,NA,NA
MQI,MLANG,CK,0.2294038211017064,0.3651491713218228,0.40016251523580343,0.4045222645231894,0.44624255674222335,0.32714379485264045,0.32714379485264045,NA,NA,NA,NA
MQI,MLANG,QWK,0.3308476773872869,0.4753097568318792,0.49317199713515086,0.5177195685670269,0.5254977224415427,0.4616808233558055,0.4616808233558055,NA,NA,NA,NA
MQI,MLANG,ACC,0.58681592039801,0.6540906722251166,0.6837909654561558,0.6761229314420805,0.70947741364039,0.6155890168290524,0.6155890168290524,NA,NA,NA,NA
MQI,MLANG,ACC2,0.9771144278606965,0.9865554976550286,0.9893711248892825,0.9846335697399528,0.9946855624446413,0.9787422497785652,0.9787422497785652,NA,NA,NA,NA
MQI,MLANG,CORR,0.3308973302973612,0.4762865084067126,0.4961332214138572,0.5196687190386821,0.5298138332681864,0.4772580004034532,0.4772580004034532,NA,NA,NA,NA
MQI,MLANG,CORp,0.32049211143863543,0.4654969592064614,0.4850339043697195,0.5279739583881389,0.5128867950592388,0.45926845301392044,0.45926845301392044,NA,NA,NA,NA
MQI,MLANG,CORt,0.307240505190801,0.4480544973564531,0.4709441188374223,0.5047417706435782,0.5025474685248132,0.4377043124890285,0.4377043124890285,NA,NA,NA,NA
MQI,MLANG,ICC,0.06998387163222124,0.07783593866455286,0.057467015195537326,0.05292740274886639,0.05541711408552978,0.06509629380243695,0.06509629380243695,NA,NA,NA,NA
MQI,MLANG,AdjICC,0.31105801043206766,0.3361808657527,0.267841759000747,0.25111111966662664,0.260360536688106,0.2946685954845524,0.2946685954845524,NA,NA,NA,NA
MQI,REMED,CK,0.26410113634355104,0.28233182430249565,0.2671784326521711,0.3249497302990648,0.38061810180569755,0.237405815238165,0.237405815238165,0.004387510372029026,-0.00515324310277938,0.01960626037042018,-0.001675020293515094
MQI,REMED,QWK,0.31711513884164766,0.4119414804609994,0.4476248308407649,0.4806808750528502,0.42202499875413974,0.3965025708903937,0.3965025708903937,-0.0017176033819191617,-0.003353943799229706,0.006079934351629002,-0.0027977109637569546
MQI,REMED,ACC,0.6574081751098562,0.6810838978634765,0.6731620903454378,0.6749408983451536,0.7528786536758199,0.6572187776793629,0.6572187776793629,0.15370196813495798,0.09254498714652958,0.27763496143958877,0.06920415224913497
MQI,REMED,ACC2,0.9632700439432883,0.9653986451276706,0.9424269264836139,0.953900709219858,0.9822852081488043,0.9654561558901684,0.9654561558901684,0.582005623242737,0.5064267352185088,0.7712082262210797,0.42906574394463654
MQI,REMED,CORR,0.3171230809224999,0.4127637882161826,0.46814252793515665,0.4878659980323471,0.4529785795539071,0.3999986056767511,0.3999986056767511,-0.0061839873532555925,-0.0169048371052898,0.013641737337208247,-0.017462776129657912
MQI,REMED,CORp,0.320979874044635,0.4045674290985592,0.4565241241561569,0.46831376160458865,0.4619812181557992,0.37642516174946034,0.37642516174946034,-8.129223667836981e-4,-0.007661672885537888,0.02777991439133374,-0.012736076239417176
MQI,REMED,CORt,0.3097521585538684,0.38652232116506513,0.4344877844893114,0.4446879795018692,0.4525543511405943,0.35846311008395376,0.35846311008395376,-8.866839489774602e-4,-0.007693677547353426,0.026232830315166315,-0.012640232038765888
MQI,REMED,ICC,0.1400779505958559,0.1505410262306411,0.12987323486279917,0.13186681513678575,0.1255378210003542,0.14014401250111824,0.14014401250111824,0.1337726969696237,0.11070150577866666,0.11828586866395857,0.11051145312056074
MQI,REMED,AdjICC,0.4942794451110628,0.5153440480827194,0.4724477931656966,0.4768183227326328,0.46275847376966106,0.49441650836287765,0.49441650836287765,0.4809477761991954,0.4275544355714582,0.4459608684248927,0.42708165000658965
MQI,USEPROD,CK,0.24376059845030384,0.29163212055205767,0.2945886698141775,0.29521899974584154,0.29071582270029833,0.32185217945816963,0.32185217945816963,NA,NA,NA,NA
MQI,USEPROD,QWK,0.3254998874144014,0.4551153134626048,0.48125625016892387,0.47387261668208763,0.487522134929542,0.4711147946854787,0.4711147946854787,NA,NA,NA,NA
MQI,USEPROD,ACC,0.7594496021220218,0.7363210005210977,0.7404782993799826,0.7907801418439719,0.7457927369353399,0.7413640389725424,0.7413640389725424,NA,NA,NA,NA
MQI,USEPROD,ACC2,0.9752155172413781,0.9561229807191227,0.9459698848538534,0.9728132387706858,0.9503985828166519,0.9557130203720104,0.9557130203720104,NA,NA,NA,NA
MQI,USEPROD,CORR,0.3255149173089223,0.47486775174154444,0.5135392873750536,0.47741712284594634,0.5145250218761597,0.4923372176947459,0.4923372176947459,NA,NA,NA,NA
MQI,USEPROD,CORp,0.30548414464551815,0.44316369030782776,0.48822077547025194,0.4091434867944635,0.49211366777124965,0.4612507070344075,0.4612507070344075,NA,NA,NA,NA
MQI,USEPROD,CORt,0.298576586234982,0.4258735957919865,0.4719395130760072,0.39880829681068986,0.47603878565536406,0.44387726761567686,0.44387726761567686,NA,NA,NA,NA
MQI,USEPROD,ICC,0.22529181421713623,0.21732010242455824,0.19963225403316315,0.20620359434247296,0.19604090044191597,0.20465732563882338,0.20465732563882338,NA,NA,NA,NA
MQI,USEPROD,AdjICC,0.6356815909053306,0.6249018951983354,0.5994478734439592,0.6091632783592397,0.5940019838047035,0.6069055845680851,0.6069055845680851,NA,NA,NA,NA
MQI,MAJERR,CK,0.2349865314530188,0.21300372451481622,0.30663933880383815,0.2722058928955479,0.2740623036842688,0.18975407620049448,0.18975407620049448,NA,NA,NA,NA
MQI,MAJERR,QWK,0.26646251250729447,0.3559656577424982,0.34723600046253983,0.4960772739468732,0.5007208729573779,0.2916633989491015,0.2916633989491015,NA,NA,NA,NA
MQI,MAJERR,ACC,0.9146644573322288,0.8866076081292307,0.9264836138175374,0.900709219858156,0.9229406554472983,0.8706820194862712,0.8706820194862712,NA,NA,NA,NA
MQI,MAJERR,ACC2,0.9888152444076223,0.9871808233454925,0.9964570416297609,0.9893617021276595,0.9893711248892825,0.9769707705934454,0.9769707705934454,NA,NA,NA,NA
MQI,MAJERR,CORR,0.2664660271653168,0.36534086769887925,0.3738611728292065,0.49845814819008333,0.5120282414791174,0.3190169978046534,0.3190169978046534,NA,NA,NA,NA
MQI,MAJERR,CORp,0.269644334489086,0.3045220550798383,0.3587112352583688,0.43915912918449246,0.44382260874691587,0.28760933655435517,0.28760933655435517,NA,NA,NA,NA
MQI,MAJERR,CORt,0.26776134519000727,0.300906757602884,0.35745586016050485,0.4339958612874974,0.44079043526546435,0.2833654102619411,0.2833654102619411,NA,NA,NA,NA
MQI,MAJERR,ICC,0.08943164520404312,0.07936859945917502,0.07016910949192867,0.06592130994861978,0.06728794398854576,0.06656169229629467,0.06656169229629467,NA,NA,NA,NA
MQI,MAJERR,AdjICC,0.37078866814717115,0.34091991560750934,0.3116675016942675,0.29747737010481856,0.30209193718709265,0.2996455719780254,0.2996455719780254,NA,NA,NA,NA
MQI,LANGIMP,CK,0.2534087058991992,0.2001751143107305,0.3076036062503441,0.24430116639277166,0.217815263923453,0.1679294602949052,0.1679294602949052,-0.002610005448194028,0.016607562936694634,-0.030220112308926544,0.002672801705179778
MQI,LANGIMP,QWK,0.2900986387099874,0.338565414082539,0.351320713697843,0.4343828790771626,0.40689642324888176,0.32681693392300826,0.32681693392300826,0.004432875682127638,0.02742353958644463,-0.03439798508885512,0.015828971432174915
MQI,LANGIMP,ACC,0.8049871593074317,0.7879103699843678,0.8520814880425155,0.8156028368794328,0.8219663418954829,0.7537643932683786,0.7537643932683786,0.3130271790065603,0.2596401028277636,0.38046272493573274,0.2941176470588236
MQI,LANGIMP,ACC2,0.9921298981028913,0.9812402292860863,0.9946855624446413,0.9822695035460993,0.9760850310008857,0.9716563330380869,0.9716563330380869,0.979381443298969,0.974293059125964,0.9794344473007713,0.986159169550173
MQI,LANGIMP,CORR,0.29012188475167366,0.34336792830882545,0.3908115629867568,0.4419675986214231,0.4153148707720422,0.3479236931572205,0.3479236931572205,0.008689488595741039,0.06706462003022459,-0.055181347285239483,0.03254744418912321
MQI,LANGIMP,CORp,0.27816613824851927,0.30073641420302105,0.3732697024748668,0.41588386658804977,0.3747245978063686,0.29383948512713864,0.29383948512713864,-3.0871506627877824e-4,0.06513045995354756,-0.06217786202467765,0.014780488620308186
MQI,LANGIMP,CORt,0.2760777955622177,0.2944566881407653,0.3708950854591666,0.4095316442200291,0.3689871638805159,0.28584880310368876,0.28584880310368876,-2.8923085425786797e-4,0.06382055155875285,-0.06128731288769818,0.01461386617810076
MQI,LANGIMP,ICC,0.12114542855302457,0.12358145579040625,0.11000505547045747,0.10300077616110478,0.11135628474859409,0.12054765040866362,0.12054765040866362,0.12345833921829445,0.11215833789100034,0.10601185780483961,0.11767553914653096
MQI,LANGIMP,AdjICC,0.4526750230219347,0.4583011303482872,0.42581907693156545,0.40792282105444977,0.42917888041415647,0.451281362711516,0.451281362711516,0.45801882066169386,0.4311594121704884,0.41571666627029524,0.4445121816908364
MQI,LCP,CK,0.17708028853544958,0.18138388762373048,0.2596198470509901,0.3285772206934029,0.1701533381581333,0.141808889364238,0.141808889364238,NA,NA,NA,NA
MQI,LCP,QWK,0.22564679987531439,0.3143982532463161,0.32108436672138374,0.5266679440505847,0.3755708592359896,0.26087623645904817,0.26087623645904817,NA,NA,NA,NA
MQI,LCP,ACC,0.8581842279655401,0.8439812402292869,0.8848538529672277,0.8912529550827427,0.8848538529672277,0.8237378210806025,0.8237378210806025,NA,NA,NA,NA
MQI,LCP,ACC2,0.9904738237243209,0.9849921834288695,0.9946855624446413,0.9787234042553191,0.9867139061116033,0.983170947741364,0.983170947741364,NA,NA,NA,NA
MQI,LCP,CORR,0.2256561620710161,0.3152285233862982,0.3628229778337191,0.539439579549965,0.3836310516042857,0.26316073614083835,0.26316073614083835,NA,NA,NA,NA
MQI,LCP,CORp,0.21044197887777977,0.25801188050581286,0.33294611853992173,0.49975287506456106,0.350452663257548,0.20839179772219213,0.20839179772219213,NA,NA,NA,NA
MQI,LCP,CORt,0.20881878486328712,0.25418387718389623,0.33102151049509587,0.49362532678267895,0.3470767801797218,0.20519851702359532,0.20519851702359532,NA,NA,NA,NA
MQI,LCP,ICC,0.13948958988299107,0.14011685728919399,0.07864957409973565,0.0975432811821631,0.0837861212036361,0.08355778914515281,0.08355778914515281,NA,NA,NA,NA
MQI,LCP,AdjICC,0.4930563788930355,0.4943601739918077,0.3387031515286006,0.3933946582612757,0.354292680057516,0.3536116827418754,0.3536116827418754,NA,NA,NA,NA
MQI,STEXPL,CK,0.3596741725390999,0.27352561135891584,0.2523046005739614,0.30353803326274703,0.2414770162254029,0.3212539566417256,0.3212539566417256,NA,NA,NA,NA
MQI,STEXPL,QWK,0.3940523300648235,0.4124768530142556,0.41649631095670875,0.4773601036983911,0.4472155162410539,0.4185935657954654,0.4185935657954654,NA,NA,NA,NA
MQI,STEXPL,ACC,0.7983597050782829,0.7665450755601841,0.7688219663418948,0.7955082742316781,0.7759078830823728,0.7794508414526125,0.7794508414526125,NA,NA,NA,NA
MQI,STEXPL,ACC2,0.9922955844586199,0.9685252735799913,0.9645704162976088,0.9799054373522459,0.9725420726306464,0.9663418954827282,0.9663418954827282,NA,NA,NA,NA
MQI,STEXPL,CORR,0.3941348083769808,0.44347323808105527,0.4524476330239375,0.49406756865377716,0.4792523127815959,0.45026139040593965,0.45026139040593965,NA,NA,NA,NA
MQI,STEXPL,CORp,0.3903289437571409,0.4341841068558158,0.44201093669367997,0.4675439441147413,0.4580487301576889,0.4684283197541973,0.4684283197541973,NA,NA,NA,NA
MQI,STEXPL,CORt,0.3867571699469881,0.4233460283800612,0.4340485047247124,0.4561004437477399,0.4516812429272953,0.4567280363872349,0.4567280363872349,NA,NA,NA,NA
MQI,STEXPL,ICC,0.288628883950181,0.27922629024498197,0.2489541216834556,0.24273200543732087,0.23898780736608483,0.24745896728003522,0.24745896728003522,NA,NA,NA,NA
MQI,STEXPL,AdjICC,0.7088296908283678,0.6991927511378575,0.6654242195169845,0.657911339021146,0.6532877770797471,0.663637970071567,0.663637970071567,NA,NA,NA,NA
MQI,SMQR,CK,0.24385128916793772,0.26474026034893133,0.2282478668479897,0.3109491511142942,0.29558488592197135,0.27927953444695985,0.27927953444695985,0.03914446685678505,0.065134140601600235,0.06725539505234214,-0.006340362169172331
MQI,SMQR,QWK,0.30033860842791094,0.35819375358767913,0.4161903927393278,0.4240933024949564,0.3767170323064633,0.3462126540193455,0.3462126540193455,0.08389011510664983,0.07574597189902459,0.08745425541897354,0.09495096510378744
MQI,SMQR,ACC,0.7644816441534757,0.7469515372589909,0.7484499557130202,0.7943262411347521,0.7643932683790968,0.7404782993799821,0.7404782993799821,0.3864278982092365,0.4103896103896103,0.47300771208226206,0.23693379790940775
MQI,SMQR,ACC2,0.9780392806828541,0.9855132881709225,0.9601417183348092,0.970449172576832,0.9937998228520815,0.9929140832595217,0.9929140832595217,0.9142318567389253,0.9142857142857141,0.8971722365038561,0.9372822299651568
MQI,SMQR,CORR,0.30035560973605463,0.35907720965273265,0.4258785815793087,0.4312608208364576,0.39288555605386605,0.3517323080426658,0.3517323080426658,0.13828503443891776,0.12186583323738064,0.12458404971990188,0.22922874884589015
MQI,SMQR,CORp,0.28799382221803027,0.3395526605759338,0.38021905249148025,0.4037555579894822,0.37165820293390844,0.3395734713232614,0.3395734713232614,0.12256143632422382,0.11101993968399326,0.11339396834917623,0.2225457861692606
MQI,SMQR,CORt,0.28270807323446606,0.3325589364708213,0.3702931821420585,0.3942038720963729,0.366936292492714,0.3352591967905422,0.3352591967905422,0.11710932823862916,0.10652343178795384,0.10799545079697993,0.2150457529898603
MQI,SMQR,ICC,0.18381899757436404,0.19604662829313058,0.17727275141205678,0.18021557956300535,0.17741738704943427,0.18132307432148506,0.18132307432148506,0.19568366331727574,0.18066595466713678,0.17450489136349412,0.16731534745404394
MQI,SMQR,AdjICC,0.574705260769432,0.594010748092101,0.5638554623896695,0.5687791534585718,0.564099248642817,0.5706124382138457,0.5706124382138457,0.5934548674870159,0.5695259661193982,0.5591538974932742,0.5466104760841032
MQI,ETCA,CK,0.2290756697254116,0.29653000071394425,0.2874606199275335,0.3485555432292924,0.2911536136631569,0.30841005633443347,0.30841005633443347,NA,NA,NA,NA
MQI,ETCA,QWK,0.31234934118626095,0.48538747543824867,0.49993240430762365,0.5293318708645327,0.5030086126343732,0.4875417449670325,0.4875417449670325,NA,NA,NA,NA
MQI,ETCA,ACC,0.6650638368429737,0.6779572694111593,0.6784765279007967,0.7210401891252949,0.6669619131975207,0.702391496899911,0.702391496899911,NA,NA,NA,NA
MQI,ETCA,ACC2,0.9827557618968664,0.9657113079729039,0.9601417183348093,0.9822695035460991,0.9521700620017715,0.9769707705934455,0.9769707705934455,NA,NA,NA,NA
MQI,ETCA,CORR,0.31235519959075825,0.5016585823605468,0.5236863426833291,0.5323807136309462,0.5409936146927916,0.4927709558580248,0.4927709558580248,NA,NA,NA,NA
MQI,ETCA,CORp,0.2902250667061747,0.4800152294752893,0.5098388981442548,0.49138960897994666,0.5363494253299205,0.46881958855775324,0.46881958855775324,NA,NA,NA,NA
MQI,ETCA,CORt,0.2833050387632308,0.45831720544887744,0.490783702294035,0.4730378481214684,0.515911105751068,0.4505406750196688,0.4505406750196688,NA,NA,NA,NA
MQI,ETCA,ICC,0.19900062764927118,0.2136619210252952,0.19071702956515815,0.187027584371996,0.1921632131619519,0.18580112696827125,0.18580112696827125,NA,NA,NA,NA
MQI,ETCA,AdjICC,0.5984971867990033,0.6198160676594544,0.5857447158955321,0.579889161157771,0.5880099103000591,0.5779178358394534,0.5779178358394534,NA,NA,NA,NA
CLASS,CLPC,CK,NA,0.25569435457796624,0.3149221681231466,0.3227528777859417,0.23124682579989841,0.30228976542314195,0.30228976542314195,0.0067744296750791326,-0.009492774156984993,0.030846170694312607,-0.006522649751660561
CLASS,CLPC,QWK,NA,0.6182962968085729,0.72188064219747206,0.6496172125116809,0.6320721999347588,0.6499650108523513,0.6499650108523513,-0.017593575999439795,-0.017583206243832757,0.015087031907948708,-0.029429262681952697
CLASS,CLPC,ACC,NA,0.44558311129329803,0.4694589877835953,0.48617511520737317,0.44677137870855166,0.4991273996509598,0.4991273996509598,0.23003802281368824,0.21052631578947373,0.2722513089005235,0.19999999999999998
CLASS,CLPC,ACC2,NA,0.8770239803238365,0.93891797556719,0.9032258064516129,0.8726003490401396,0.9109947643979059,0.9109947643979059,0.6083650190114069,0.5947368421052632,0.675392670157068,0.5379310344827587
CLASS,CLPC,CORR,NA,0.624162744909805,0.7246410397491848,0.6689392905942625,0.6914503857103629,0.6536527369795219,0.6536527369795219,-0.024997615540922228,-0.024166888509417055,0.018156649152063796,-0.08079122529526273
CLASS,CLPC,CORp,NA,0.6294612060380588,0.7325451234927421,0.7047548002601546,0.7129639247539727,0.6262067383729306,0.6262067383729306,-0.02541056162593719,-0.020217914048919757,0.02215504620363549,-0.09968807331808786
CLASS,CLPC,CORt,NA,0.5520400273773475,0.6600171825459185,0.6391451308260901,0.6419172253939176,0.5602424386162944,0.5602424386162944,-0.021580471692476923,-0.01814927681045378,0.019003645290438395,-0.08710302473457153
CLASS,CLPC,ICC,0.1814781815602363,0.17638825715431866,0.18163172642852915,0.17870681539862254,0.18054116504333365,0.18020960070975475,0.18020960070975475,0.17799966158759284,0.18029884767820137,0.18154529286898363,0.17964242250101434
CLASS,CLPC,AdjICC,0.5708683442434218,0.562360553396329,0.5711214676881784,0.5662643759199879,0.5693192168246232,0.568769227415665,0.568769227415665,0.5650787966528762,0.5689173620555339,0.5709790043657751,0.567826181228841
CLASS,CLNC,CK,NA,0.25909899214179016,0.29418307063072563,0.22443734911611274,0.37776008108303805,0.2693739540284843,0.2693739540284843,NA,NA,NA,NA
CLASS,CLNC,QWK,NA,0.41026785941701444,0.49160039404753186,0.3920479400634617,0.47268511417667447,0.3709636404608659,0.3709636404608659,NA,NA,NA,NA
CLASS,CLNC,ACC,NA,0.7695304490465464,0.8202443280977313,0.7344110854503461,0.8429319371727747,0.8045375218150086,0.8045375218150086,NA,NA,NA,NA
CLASS,CLNC,ACC2,NA,0.9214681156448639,0.9319371727748691,0.9145496535796767,0.9267015706806282,0.9144851657940662,0.9144851657940662,NA,NA,NA,NA
CLASS,CLNC,CORR,NA,0.5335879642904336,0.5569414783885486,0.5691857409908542,0.611438367718028,0.49744273853051485,0.49744273853051485,NA,NA,NA,NA
CLASS,CLNC,CORp,NA,0.4879266547021554,0.5254610798581875,0.5526843342814363,0.6377562721632992,0.4504496861316611,0.4504496861316611,NA,NA,NA,NA
CLASS,CLNC,CORt,NA,0.4690521132765813,0.5107942400188735,0.5269481758408896,0.6213623346036646,0.436503144403713,0.436503144403713,NA,NA,NA,NA
CLASS,CLNC,ICC,0.14555499271559327,0.1060370897468076,0.13820038044868377,0.1284182040182318,0.12815348150922512,0.15631317359941208,0.15631317359941208,NA,NA,NA,NA
CLASS,CLNC,AdjICC,0.5054651066855504,0.4157813283397832,0.49036153158196705,0.4692244307301655,0.4686349116388909,0.5264352323110515,0.5264352323110515,NA,NA,NA,NA
CLASS,CLTS,CK,NA,0.25250160620295964,0.34894064574991135,0.34368956686005275,0.3571179531191331,0.20895209241627619,0.20895209241627619,NA,NA,NA,NA
CLASS,CLTS,QWK,NA,0.5459770026146249,0.6118004532382167,0.6789844599642898,0.6660324880638506,0.5371955716176846,0.5371955716176846,NA,NA,NA,NA
CLASS,CLTS,ACC,NA,0.46339963092064784,0.5305410122164047,0.5311778290993071,0.5619546247818501,0.42582897033158806,0.42582897033158806,NA,NA,NA,NA
CLASS,CLTS,ACC2,NA,0.8950174287471803,0.9354275741710296,0.9699769053117783,0.9301919720767889,0.9022687609075044,0.9022687609075044,NA,NA,NA,NA
CLASS,CLTS,CORR,NA,0.56711179282356206,0.622863127611462,0.6925930026299926,0.6906905169487291,0.5539630814372363,0.5539630814372363,NA,NA,NA,NA
CLASS,CLTS,CORp,NA,0.5621943537927236,0.6378894100521757,0.7153991103041332,0.6532902525036538,0.5439069716048713,0.5439069716048713,NA,NA,NA,NA
CLASS,CLTS,CORt,NA,0.5014529268725828,0.5750963980950675,0.6609112035579895,0.6114149627875045,0.4891807345130139,0.4891807345130139,NA,NA,NA,NA
CLASS,CLTS,ICC,0.09199746254386236,0.10809342950211423,0.09864900870357698,0.09741991521233541,0.09077580283753707,0.10009848930687144,0.10009848930687144,NA,NA,NA,NA
CLASS,CLTS,AdjICC,0.3780750493201686,0.4210155199095116,0.396381059351812,0.3930600887009934,0.37462183009054106,0.40026255195645644,0.40026255195645644,NA,NA,NA,NA
CLASS,CLRSP,CK,NA,0.2979067949670301,0.3079396355212228,0.2863841000639042,0.48517304067075034,0.2913502683717134,0.2913502683717134,NA,NA,NA,NA
CLASS,CLRSP,QWK,NA,0.6308546060279667,0.65821212382338945,0.7156322411774931,0.7372785146094136,0.651784271944735,0.651784271944735,NA,NA,NA,NA
